Task #,Driver,Forklift,Workcenter,Part No,Status,Name,Creation Time,Start Time,End Time,Duration (m:s),Distance
12020,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI-WIP,Completed,Replenishment,12/2/22 04:45 AM,12/2/22 04:59 AM,12/2/22 04:59 AM,00:01,0
12019,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI,Completed,F/G Put Away,12/2/22 04:39 AM,12/2/22 04:59 AM,12/2/22 04:59 AM,00:03,0
12018,Linde 11,Linde 11,Assembly-4,84151-T20-A115-C1-NH900L-WIP,Completed,Replenishment,12/2/22 04:39 AM,12/2/22 04:56 AM,12/2/22 04:56 AM,00:01,0
12017,Linde 11,Linde 11,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,12/2/22 04:32 AM,12/2/22 04:41 AM,12/2/22 04:41 AM,00:03,0
12016,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI,Completed,F/G Put Away,12/2/22 04:28 AM,12/2/22 04:34 AM,12/2/22 04:34 AM,00:01,0
12015,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI,Completed,F/G Put Away,12/2/22 04:17 AM,12/2/22 04:19 AM,12/2/22 04:19 AM,00:01,0
12014,Linde 11,Linde 11,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,Container Move,12/2/22 04:12 AM,12/2/22 04:17 AM,12/2/22 04:19 AM,02:03,0
12013,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI,Completed,F/G Put Away,12/2/22 04:07 AM,12/2/22 04:07 AM,12/2/22 04:07 AM,00:32,0
12012,Linde 11,Linde 11,Assembly-4,84151-T20-A110-M1-NH900L-HMI,Completed,Container Move,12/2/22 03:51 AM,12/2/22 03:51 AM,12/2/22 04:05 AM,13:58,0
12011,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/2/22 03:44 AM,12/2/22 03:45 AM,12/2/22 03:47 AM,01:29,0
12010,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/2/22 03:31 AM,12/2/22 03:31 AM,12/2/22 03:33 AM,01:28,0
12009,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/2/22 03:19 AM,12/2/22 03:20 AM,12/2/22 03:20 AM,00:22,0
12008,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/2/22 03:07 AM,12/2/22 03:14 AM,12/2/22 03:14 AM,00:02,0
12007,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 11:55 PM,12/1/22 11:56 PM,12/1/22 11:56 PM,00:02,0
12006,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI-WIP,Completed,Replenishment,12/1/22 11:53 PM,12/1/22 11:53 PM,12/1/22 11:54 PM,00:03,0
12005,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 11:41 PM,12/1/22 11:43 PM,12/1/22 11:43 PM,00:01,0
12004,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 11:20 PM,12/1/22 11:28 PM,12/1/22 11:28 PM,00:01,0
12003,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 11:18 PM,12/1/22 11:28 PM,12/1/22 11:28 PM,00:01,0
12002,Linde 11,Linde 11,Assembly-11,77380-3S5-A111-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 11:01 PM,12/1/22 11:02 PM,12/1/22 11:02 PM,00:02,0
12001,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 10:42 PM,12/1/22 10:45 PM,12/1/22 10:45 PM,00:01,0
12000,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 10:00 PM,12/1/22 10:27 PM,12/1/22 10:27 PM,00:02,0
11999,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-HMI-WIP,Completed,Replenishment,12/1/22 09:49 PM,12/1/22 10:27 PM,12/1/22 10:27 PM,00:02,0
11998,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 09:38 PM,12/1/22 10:27 PM,12/1/22 10:27 PM,00:01,0
11997,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 09:37 PM,12/1/22 10:27 PM,12/1/22 10:27 PM,00:01,0
11996,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 09:21 PM,12/1/22 10:27 PM,12/1/22 10:27 PM,00:02,0
11995,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 09:03 PM,12/1/22 09:03 PM,12/1/22 09:03 PM,00:01,0
11994,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 08:53 PM,12/1/22 08:53 PM,12/1/22 08:53 PM,00:01,0
11993,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 08:44 PM,12/1/22 08:50 PM,12/1/22 08:50 PM,00:01,0
11992,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 07:35 PM,12/1/22 08:50 PM,12/1/22 08:50 PM,00:01,0
11991,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 07:24 PM,12/1/22 07:28 PM,12/1/22 07:28 PM,00:01,0
11990,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-WIP,Completed,Replenishment,12/1/22 07:16 PM,12/1/22 07:16 PM,12/1/22 07:19 PM,03:30,0
11989,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 07:04 PM,12/1/22 07:04 PM,12/1/22 07:04 PM,00:01,0
11988,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 06:41 PM,12/1/22 06:41 PM,12/1/22 06:41 PM,00:01,0
11987,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 06:00 PM,12/1/22 06:37 PM,12/1/22 06:37 PM,00:02,0
11986,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 05:37 PM,12/1/22 05:50 PM,12/1/22 05:50 PM,00:01,0
11985,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HMI,Completed,Container Move,12/1/22 05:16 PM,12/1/22 05:50 PM,12/1/22 05:50 PM,00:01,0
11984,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 05:14 PM,12/1/22 05:50 PM,12/1/22 05:50 PM,00:01,0
11983,Linde 11,Linde 11,Assembly-10,84121-T20-A000-AA-NH900L-MAP,Completed,F/G Put Away,12/1/22 05:01 PM,12/1/22 05:01 PM,12/1/22 05:01 PM,00:03,0
11982,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HMI,Completed,F/G Put Away,12/1/22 04:56 PM,12/1/22 04:56 PM,12/1/22 04:56 PM,00:01,0
11981,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 04:52 PM,12/1/22 04:52 PM,12/1/22 04:52 PM,00:03,0
11980,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 04:47 PM,12/1/22 04:47 PM,12/1/22 04:47 PM,00:01,0
11979,Linde 11,Linde 11,Assembly-10,84121-T20-A000-AA-NH900L-MAP,Completed,F/G Put Away,12/1/22 04:38 PM,12/1/22 04:47 PM,12/1/22 04:47 PM,00:01,0
11978,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HMI,Completed,Container Move,12/1/22 04:35 PM,12/1/22 04:47 PM,12/1/22 04:47 PM,00:01,0
11977,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 04:25 PM,12/1/22 04:47 PM,12/1/22 04:47 PM,00:01,0
11976,Linde 11,Linde 11,Assembly-5,84101-T20-A110-M1-NH900L-HMI,Completed,Container Move,12/1/22 04:16 PM,12/1/22 04:16 PM,12/1/22 04:16 PM,00:03,0
11975,Linde 11,Linde 11,Assembly-13,74415-T20-A000-NH900L-SBS,Completed,Replenishment,12/1/22 04:03 PM,12/1/22 04:10 PM,12/1/22 04:10 PM,00:01,0
11974,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 04:02 PM,12/1/22 04:10 PM,12/1/22 04:10 PM,00:01,0
11973,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 03:40 PM,12/1/22 03:40 PM,12/1/22 03:40 PM,00:03,0
11972,Linde 15,Linde 15,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 03:25 PM,12/1/22 03:25 PM,12/2/22 07:32 AM,966:34,10125
11971,Linde 11,Linde 11,Assembly-16,74110-T20-A000-HCM,Completed,Container Move,12/1/22 03:23 PM,12/1/22 03:27 PM,12/1/22 03:29 PM,02:22,0
11970,Linde 11,Linde 11,Assembly-4,84151-3S5-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 03:23 PM,12/1/22 03:23 PM,12/1/22 03:23 PM,00:01,0
11969,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 03:20 PM,12/1/22 03:23 PM,12/1/22 03:23 PM,00:01,0
11968,Linde 17,Linde 17,Assembly-10,84121-T20-A000-AA-NH900L-MAP,Completed,F/G Put Away,12/1/22 03:19 PM,12/1/22 03:19 PM,12/1/22 03:19 PM,00:01,0
11967,Linde 17,Linde 17,Assembly-17,74110-T20-A100-HCM,Completed,Container Move,12/1/22 03:10 PM,12/1/22 03:12 PM,12/1/22 03:12 PM,00:01,0
11966,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,Container Move,12/1/22 03:10 PM,12/1/22 03:23 PM,12/1/22 03:25 PM,02:37,208
11965,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 03:08 PM,12/1/22 03:09 PM,12/1/22 03:09 PM,00:01,0
11964,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,12/1/22 03:08 PM,12/1/22 03:18 PM,12/1/22 03:18 PM,00:03,0
11963,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,Container Move,12/1/22 03:07 PM,12/1/22 03:17 PM,12/1/22 03:18 PM,00:40,0
11962,Linde 11,Linde 11,Assembly-5,84101-T20-A115-M1-NH900L-WIP,Completed,Replenishment,12/1/22 03:07 PM,12/1/22 03:17 PM,12/1/22 03:17 PM,00:01,0
11961,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 03:07 PM,12/1/22 03:10 PM,12/1/22 03:10 PM,00:02,0
11960,Linde 15,Linde 15,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 03:07 PM,12/1/22 03:07 PM,12/1/22 03:11 PM,03:31,158
11959,Linde 15,Linde 15,Assembly-4,84151-3S5-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 02:58 PM,12/1/22 03:05 PM,12/1/22 03:06 PM,00:45,0
11958,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,Container Move,12/1/22 02:54 PM,12/1/22 02:55 PM,12/1/22 02:55 PM,00:01,0
11957,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,12/1/22 02:52 PM,12/1/22 02:52 PM,12/1/22 02:57 PM,04:28,64
11956,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,Container Move,12/1/22 02:50 PM,12/1/22 02:53 PM,12/1/22 02:53 PM,00:01,0
11955,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH882L-WIP,Completed,Replenishment,12/1/22 02:50 PM,12/1/22 02:52 PM,12/1/22 02:54 PM,02:18,0
11954,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,Container Move,12/1/22 02:50 PM,12/1/22 02:52 PM,12/1/22 02:52 PM,00:01,0
11953,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 02:49 PM,12/1/22 02:52 PM,12/1/22 02:52 PM,00:01,0
11952,Linde 17,Linde 17,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 02:48 PM,12/1/22 02:48 PM,12/1/22 02:48 PM,00:01,0
11951,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 02:47 PM,12/1/22 02:49 PM,12/1/22 02:51 PM,02:08,75
11950,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 02:45 PM,12/1/22 02:45 PM,12/1/22 02:52 PM,06:40,0
11949,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,F/G Put Away,12/1/22 02:39 PM,12/1/22 02:44 PM,12/1/22 02:44 PM,00:01,0
11948,Linde 11,Linde 11,Assembly-4,84151-3S5-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 02:35 PM,12/1/22 02:44 PM,12/1/22 02:44 PM,00:01,0
11947,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 02:35 PM,12/1/22 02:44 PM,12/1/22 02:44 PM,00:01,0
11946,Linde 17,Linde 17,Assembly-17,74111-T20-A004-WIP,Completed,Replenishment,12/1/22 02:34 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:05,0
11945,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,Container Move,12/1/22 02:33 PM,12/1/22 02:44 PM,12/1/22 02:44 PM,00:01,0
11944,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,Container Move,12/1/22 02:33 PM,12/1/22 02:44 PM,12/1/22 02:44 PM,00:01,0
11943,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 02:31 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11942,Linde 17,Linde 17,Assembly-17,74110-T20-A100-HCM,Completed,Container Move,12/1/22 02:29 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11941,Linde 11,Linde 11,Assembly-11,77300-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 02:29 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11940,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH882L-WIP,Completed,Replenishment,12/1/22 02:27 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11939,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,Container Move,12/1/22 02:25 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11938,Linde 11,Linde 11,Assembly-9,84141-T20-A010-M1-NH900L-WIP,Completed,Replenishment,12/1/22 02:23 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11937,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,12/1/22 02:21 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:26,0
11936,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH882L-WIP,Completed,Replenishment,12/1/22 02:21 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11935,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 02:18 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11934,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 02:16 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11933,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 02:13 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11932,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,Container Move,12/1/22 02:12 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11931,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 02:12 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:01,0
11930,Linde 17,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,12/1/22 02:01 PM,12/1/22 02:43 PM,12/1/22 02:43 PM,00:02,0
11929,,,Assembly-14A,74465-T20-A000-MAP,Completed,Container Move,12/1/22 01:59 PM,,12/1/22 02:32 PM,,0
11928,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:51 PM,12/1/22 02:42 PM,12/1/22 02:43 PM,00:01,0
11927,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,Container Move,12/1/22 01:45 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11926,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:45 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11925,Linde 11,Linde 11,Assembly-1,34270-S5A-A010-M1,Completed,Replenishment,12/1/22 01:45 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11924,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 01:42 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:06,0
11923,Linde 11,Linde 11,Assembly-11,77380-T20-A010-M1-NH900L-WIP,Completed,Replenishment,12/1/22 01:42 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11922,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HCM,Completed,Container Move,12/1/22 01:41 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11921,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,Container Move,12/1/22 01:37 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11920,Linde 11,Linde 11,Assembly-4,84151-T20-A115-C1-NH900L-WIP,Completed,Replenishment,12/1/22 01:37 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11919,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:37 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11918,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH882L-WIP,Completed,Replenishment,12/1/22 01:33 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11917,Linde 11,Linde 11,Assembly-4,84151-3S5-A010-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 01:33 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:07,0
11916,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,Container Move,12/1/22 01:31 PM,12/1/22 01:34 PM,12/1/22 01:34 PM,00:01,0
11915,Linde 17,Linde 17,Assembly-16,74111-T20-A004-WIP,Completed,Replenishment,12/1/22 01:31 PM,12/1/22 01:34 PM,12/1/22 01:34 PM,00:02,0
11914,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:31 PM,12/1/22 01:34 PM,12/1/22 01:34 PM,00:02,0
11913,Linde 11,Linde 11,Assembly-8,84191-T20-A010-M1-NH900L-WIP,Completed,Replenishment,12/1/22 01:31 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11912,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:31 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11911,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,Container Move,12/1/22 01:29 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11910,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH900L-WIP,Completed,Replenishment,12/1/22 01:27 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11909,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,Container Move,12/1/22 01:21 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:01,0
11908,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:19 PM,12/1/22 01:28 PM,12/1/22 01:28 PM,00:01,0
11907,Linde 11,Linde 11,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:19 PM,12/1/22 02:42 PM,12/1/22 02:42 PM,00:00,0
11906,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C3-NH882L-HMI,Completed,Container Move,12/1/22 01:17 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11905,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,12/1/22 01:17 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11904,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:17 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:00,0
11903,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 01:16 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11902,Linde 11,Linde 11,Assembly-7,84111-T20-A012-21-NH882L-WIP,Completed,Replenishment,12/1/22 01:13 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11901,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 01:09 PM,12/1/22 01:28 PM,12/1/22 01:28 PM,00:01,0
11900,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,12/1/22 01:09 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11899,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,Container Move,12/1/22 01:07 PM,12/1/22 01:27 PM,12/1/22 01:27 PM,00:01,0
11898,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-WIP,Completed,Replenishment,12/1/22 01:07 PM,12/1/22 01:16 PM,12/1/22 01:16 PM,00:01,0
11897,Linde 17,Linde 17,Assembly-14A,74465-T20-A000-MAP,Completed,Container Move,12/1/22 01:03 PM,12/1/22 01:08 PM,12/1/22 01:15 PM,07:17,0
11896,Linde 11,Linde 11,Assembly-5,84101-3S5-A110-M1-NH900L-MAP,Completed,F/G Put Away,12/1/22 01:03 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11895,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 01:03 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:02,0
11894,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 12:59 PM,12/1/22 01:02 PM,12/1/22 01:02 PM,00:01,0
11893,Linde 11,Linde 11,Assembly-7,84113-T20-A012-M1-NH882L-WIP,Completed,Replenishment,12/1/22 12:59 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11892,Linde 11,Linde 11,Assembly-7,84111-T20-A016-C2-NH882L-WIP,Completed,Replenishment,12/1/22 12:59 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:08,0
11891,Linde 11,Linde 11,Assembly-6,84161-T20-A012-21-NH900L-WIP,Completed,Replenishment,12/1/22 12:59 PM,12/1/22 02:41 PM,12/1/22 02:41 PM,00:01,0
11890,Linde 15,Linde 15,Assembly-3,84131-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 12:59 PM,12/1/22 02:34 PM,12/1/22 02:34 PM,00:13,0
11889,Linde 11,Linde 11,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,12/1/22 12:55 PM,12/1/22 02:33 PM,12/1/22 02:35 PM,01:51,0
11888,Linde 11,Linde 11,Assembly-8,84191-T20-A010-M1-NH900L-WIP,Completed,Replenishment,12/1/22 12:53 PM,12/1/22 02:33 PM,12/1/22 02:33 PM,00:02,0
11887,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,12/1/22 12:49 PM,12/1/22 02:32 PM,12/1/22 02:32 PM,00:01,0
11886,Linde 17,Linde 17,Assembly-11,77380-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 12:47 PM,12/1/22 12:59 PM,12/1/22 12:59 PM,00:01,0
11885,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C2-NH900L-WIP,Completed,Replenishment,12/1/22 12:47 PM,12/1/22 02:30 PM,12/1/22 02:30 PM,00:02,0
11884,Linde 11,Linde 11,Assembly-2,84181-T20-A010-M1-NH900L-HCM,Completed,Container Move,12/1/22 12:47 PM,12/1/22 02:29 PM,12/1/22 02:29 PM,00:01,0
11883,Linde 17,Linde 17,Assembly-17,74110-T20-A100-HMI,Completed,F/G Put Away,12/1/22 12:45 PM,12/1/22 12:59 PM,12/1/22 12:59 PM,00:02,0
11882,Linde 11,Linde 11,Assembly-1,84500-T20-A010-M1-NH900L-HCM,Completed,F/G Put Away,12/1/22 12:43 PM,12/1/22 02:29 PM,12/1/22 02:29 PM,00:01,0
11881,Linde 17,Linde 17,Assembly-16,74110-T20-A000-HCM,Completed,F/G Put Away,12/1/22 12:41 PM,12/1/22 12:59 PM,12/1/22 12:59 PM,00:01,0
11880,Linde 15,Linde 15,Assembly-6,84161-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,12/1/22 12:41 PM,12/1/22 02:29 PM,12/1/22 02:30 PM,01:14,1
11879,Linde 15,Linde 15,Assembly-7,84111-T20-A016-C3-NH900L-HMI,Completed,F/G Put Away,12/1/22 12:39 PM,12/1/22 02:23 PM,12/1/22 02:25 PM,02:47,78
